,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
27,1381088.851,696847.4517,1381201.34,701572.1303,1121,4059.055118,,74428.57143,428098.2567,8682.086614,,18.33642788,105.4674658,,,,0.173858618,5.751799994,1,100306,Outer Well,Unknown,Sibling Well,Primary Frac,,1381199.763,699458.9261,1381373.915,701563.4216,81.85715553
28,1382259.141,696851.9708,1382619.911,701385.6734,1197,4181.102362,,,,8628.937008,,,,,,,,,1,100596,Outer Well,Unknown,Sibling Well,Primary Frac,,1382693.895,699294.4254,1382946.544,701346.616,82.80953663
29,1392841.056,705958.0823,,,1197,4847.440945,,,533220.3801,8719.488189,,,110.0003871,,,,,,1,113033,Standalone Well,Unknown,Standalone Well,Primary Frac,,1393239.68,709057.0184,1393781.201,711535.7811,6.202381912
30,1362350.494,665615.9808,1361529.662,662429.6587,1008,2720.472441,,,382493.5592,8462.598425,,,140.5982113,,,,,,1,104572,Standalone Well,Unknown,Standalone Well,Primary Frac,,1361668.12,663816.1883,1361449.554,662482.5939,185.8647113
31,1361167.408,667161.8404,1360665.308,665891.7333,1008,,,,,8517.716535,,,,,,,,,,104301,Standalone Well,Unknown,Standalone Well,Primary Frac,,1360740.112,666326.7107,1360666.623,665907.6808,15.2380976
32,1387473.278,705975.8589,,,1022,3918.307087,,,,8576.771654,,,,,,,,,1,108032,Standalone Well,Unknown,Standalone Well,Primary Frac,,1387015.052,703476.6833,1386642.615,701567.6573,276.6190904
33,1388777.074,705784.0975,1388109.905,701298.4776,1022,3905.511811,,,,8581.692913,,,,,,,,,1,103342,Inner Well,Unknown,Infill Child Well,Primary Frac,,1388200.114,703261.4565,1387730.701,701391.2048,204.2976507
34,1373436.013,692064.0498,1372852.378,688168.929,1349,3917.322835,,,473315.0852,8522.637795,,,120.8261624,,,,,,1,111194,Outer Well,Unknown,Infill Child Well,Primary Frac,,1373039.189,689858.0783,1372711.002,688192.7211,121.8333522
35,1384890.551,706581.9752,1384198.173,701947.6437,1025,4017.716535,11,135363.7857,1016598.657,8605.314961,,33.69172129,253.0289652,365.2469578,12305.7987,92418.05976,0.133153614,7.510122829,1,106759,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,28,1384374.825,704256.054,1383892.891,702156.9475,83.51298912
36,1378718.839,689343.7685,1374142.955,690003.4872,1349,4085.629921,,72142.85714,530286.0821,8572.834646,,17.65770727,129.7929799,,,,0.136045164,7.350500147,1,114700,Standalone Well,Unknown,Standalone Well,Primary Frac,,1376239.914,689822.5135,1374165.801,690169.7633,246.4992445
37,1360633.121,665564.6931,1360214.853,662621.1744,1008,1824.80315,,,,8426.181102,,,,,,,,,0,104512,Outer Well,Unknown,Infill Child Well,Primary Frac,,1360290.087,663799.8214,1360097.996,662640.6411,15.25397061
38,1364804.011,677171.8903,1365129.129,673164.0769,1008,3444.88189,,,,8911.417323,,,,,,,,,1,114578,Standalone Well,Unknown,Standalone Well,Primary Frac,,1365192.397,674819.4855,1364840.846,673151.4766,21.51190809
39,1389082.076,716751.1858,1388363.949,712000.1298,1025,3355.314961,,111142.8571,562187.6703,8718.503937,Slickwater Crosslink Hybrid,33.12441856,167.5513855,,,,0.197697073,5.058243821,1,103846,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,31,1388472.582,714057.1949,1388020.595,712067.286,35.41595786
40,1384513.136,693815.5051,1385406.625,701020.0443,1349,6426.181102,,140571.4286,1099389.337,8661.417323,,21.87480034,171.0797314,,,,0.127863191,7.820859103,1.5,105943,Outer Well,Unknown,Infill Child Well,Primary Frac,,1385262.113,697706.7998,1385924.167,700930.6147,52.71429387
41,1383205.236,694004.2745,1384069.065,701207.1882,1349,6351.377953,,120428.5714,1019456.932,8661.417323,,18.96101481,160.509568,,,,0.118130122,8.465241425,1.5,105741,Standalone Well,Unknown,Standalone Well,Primary Frac,,1383961.797,697802.6285,1384586.811,701122.1357,225.8571778
42,1369637.316,703429.6463,1369354.001,698693.9099,1121,3656.496063,15,105996.6429,,8604.330709,,28.98858389,,243.7664042,7066.442857,,,,1,113278,Standalone Well,Unknown,Standalone Well,Primary Frac,,1369389.284,700739.5103,1369185.252,698708.7834,65.94881973
43,1372642.428,702896.07,1371941.406,698298.5673,1008,4026.574803,,,393855.061,8614.173228,,,97.81391883,,,,,,1,109411,Outer Well,Unknown,Infill Child Well,Primary Frac,,1372168.884,700358.1154,1371789.704,698345.4924,46.02024522
44,1390002.907,705866.9511,1389203.35,701152.7932,1349,3786.417323,,93000,671352.711,8544.291339,Slickwater Crosslink Hybrid,24.56147648,177.3055249,,,,0.138526289,7.218846355,1,115615,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,20,1389412.276,703318.2815,1388865.559,701225.0327,207.3924924
45,1386198.38,706392.7193,1385511.133,701717.5512,1025,3535.433071,,117142.8571,440176.08,8627.952756,Slickwater Crosslink Hybrid,33.13394846,124.5041474,,,,0.266127267,3.757600683,1,112399,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,53,1385607.481,703758.0864,1385177.981,701781.9571,34.52071963
46,1385719.08,696308.9452,,,1349,3735.23622,,122857.1429,823715.1513,8596.456693,,32.89139846,220.5255846,,,,0.149150034,6.704658208,1,109096,Outer Well,Unknown,Infill Child Well,Primary Frac,,1386326.038,698844.6726,1386731.522,700761.1247,215.2619381
47,1600425.468,719084.1058,1605286.44,718494.4414,1050,4437.992126,,182857.1429,1321109.121,4128.937008,Slickwater Only,41.20267402,297.6817181,,,,0.138411839,7.224815506,1,106611,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,41,1603099.285,718524.695,1605234.586,718067.9958,28.28571866
48,1600422.386,719062.9967,1605083.147,717480.198,1261,,,,,4810.325383,,,,,,,,,,106611,,,,Primary Frac,,1602548.739,718340.8853,1605083.147,717480.198,
49,1619709.105,742155.0586,1624862.879,741426.2693,1194,,,,,4202.755906,,,,,,,,,,101598,,,,Primary Frac,,,,1624862.879,741426.2693,
50,1529836.711,617902.7071,1530234.921,621259.2797,1030,2692.913386,,,,8253.937008,,,,,,,,,1,101857,Standalone Well,Unknown,Standalone Well,Primary Frac,,1530201.407,619991.1802,1530355.018,621240.5598,1.820635202
51,1471695.4,606664.2142,1471427.653,610704.7877,1030,3160.433071,,,492490.4334,7674.212598,Undefined,,155.8300468,,,,,,1,102628,Standalone Well,Unknown,Standalone Well,Primary Frac,,1471589.101,609098.6608,1471574.355,610707.3337,1.500793883
52,1358144.277,624852.9755,1357745.23,621553.764,1008,2815.944882,,,,2973.425197,,,,,,,,,1,102509,Standalone Well,Unknown,Standalone Well,Primary Frac,,1357788.93,622938.573,1357507.72,621593.953,46.57143578
53,1403729.834,635102.2169,1404409.987,639635.2997,1008,3880.905512,,114223.6429,717386.611,2950.787402,,29.43221434,184.8503162,,,,0.159221877,6.280543967,1,108941,Standalone Well,Unknown,Standalone Well,Primary Frac,,1404286.165,637631.9966,1404716.512,639573.2427,29.03614395
54,1365931.327,632625.1553,,,1008,4478.346457,,270950.6231,1132306.175,3148.622047,Slickwater Crosslink Hybrid,60.50238089,252.8402361,,,,0.239290952,4.179012996,1,117700,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,16,1362931.304,633148.4452,1360680.738,633640.288,181.9159012
55,1353190.129,625411.6759,,,1008,3099.409449,,236142.8571,954149.1477,3013.779528,,76.18962936,307.8486929,,,,0.247490508,4.040559004,1,117217,Standalone Well,Unknown,Standalone Well,Primary Frac,,1355445.55,624968.1291,1356954.608,624662.7393,68.40477249
56,1358844.193,617434.5734,,,1008,5508.858268,,360818.4286,1531493.237,,,65.49786018,278.0055617,,,,0.2355991,4.244498384,1,112612,Standalone Well,Unknown,Standalone Well,Primary Frac,,1355376.019,618162.8211,1352636.5,618746.0871,125.2143051
57,1527721.679,586141.8897,1532766.652,585405.2279,1066,4023.622047,,,611955.5947,,,,152.0907251,,,,,,1,101149,,,,Primary Frac,,1530663.924,585521.8356,1532707.127,585061.1371,
58,1521926.276,619154.8607,,,1066,4086.614173,,99000,516398.0799,,,24.22543353,126.3633066,,,,0.191712564,5.216142221,1,103671,Standalone Well,Unknown,Standalone Well,Primary Frac,,1524918.859,618477.1951,1526920.324,618045.9314,
59,1487456.835,586562.0142,,,1066,4107.283465,,,485894.0752,,,,118.3005944,,,,,,1,111193,,,,Primary Frac,,1484545.946,586956.0419,1482472.582,587369.1295,
60,1360606.591,636132.2365,,,1008,4494.094488,,331142.8571,,3122.047244,,73.68399975,,,,,,,1,110215,Standalone Well,Unknown,Standalone Well,Primary Frac,,1363420.889,635408.1404,1365651.205,634810.6549,176.3125273
61,1360789.828,637237.193,1365924.58,636551.6884,1008,4676.181102,,349571.4286,851399.6318,3169.291339,Slickwater Crosslink Hybrid,74.75575067,182.0715693,,,,0.410584425,2.435552686,1,102426,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,15,1363579.738,636676.4235,1365858.921,636133.5495,197.02384
62,1347654.383,616930.9112,1347780.094,616909.9736,1008,4085.629921,,311000,1439950.223,,Slickwater Crosslink Hybrid,76.1204529,352.4426467,,,,0.215979688,4.630065025,1,102551,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27,1350589.935,616302.9798,1352621.477,615859.1907,143.559546
63,1360161.474,630580.6542,1359724.533,630714.1264,1008,,,,,2994.094488,,,,,,,,,,113139,,,,Primary Frac,,1360175.908,630576.2453,1359724.533,630714.1264,
64,1360203.833,631807.9216,1355216.064,632595.6152,1008,,,,,3008.858268,,,,,,,,,,100021,,,,Primary Frac,,1357950.496,632163.7801,1355216.064,632595.6152,
65,1367110.339,640534.3943,1361665.971,641060.18,1008,,,,,3241.141732,,,,,,,,,,107256,,,,Primary Frac,,1364623.922,640774.5181,1361665.971,641060.18,
66,1366880.129,641626.8941,1361614.059,642474.4799,1008,4430.11811,,350428.5714,1505329.233,3267.716535,Crosslink Only,79.10140604,339.7943792,,,,0.232791979,4.295680649,1,105251,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,40,1363828.722,642367.9004,1361698.513,642852.1337,128.2317659
67,1612440.152,582495.9905,1607723.986,583152.4511,1066,,,,,6778.543307,,,,,,,,,,113399,,,,Primary Frac,,1610282.036,582796.3866,1607723.986,583152.4511,
68,1354502.277,634064.043,1360365.32,633303.3186,1008,4994.094488,,408857.1429,1720422.766,3166.338583,Crosslink Only,81.86812321,344.4914329,,,,0.237649228,4.207882377,1,110885,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,26,1357886.461,633372.4144,1360292.38,632881.0209,70.73810619
69,1366108.374,630434.2771,1360084.909,631282.5729,1008,5265.748031,,388285.7143,1673907.259,3117.125984,Crosslink Only,73.73799733,317.8859393,,,,0.231963696,4.311019431,1,115807,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23,1362748.045,631163.545,1360165.525,631713.7277,148.2833563
70,1365869.576,627800.7382,1359705.922,628671.6055,1008,5384.84252,,400000,1702458.263,3078.740157,,74.28258088,316.1574841,,,,0.234954365,4.256145659,1,112976,Standalone Well,Unknown,Standalone Well,Primary Frac,,1362473.189,628517.345,1359780.986,629094.2143,12.58333528
71,1352528.996,621018.0138,1359816.986,619961.1431,1008,,,,,,,,,,,,,,,113227,,,,Primary Frac,,,,1359816.986,619961.1431,
72,1352314.319,617589.8788,1358053.193,616809.4044,1008,,,,,,,,,,,,,,,106580,,,,Primary Frac,,,,1358053.193,616809.4044,
73,1352629.641,623486.158,1358876.652,622762.6054,1008,,,,,,,,,,,,,,,114965,,,,Primary Frac,,,,1358876.652,622762.6054,
74,1352718.169,622323.7795,1358684.29,621460.6272,1008,,,,,,,,,,,,,,,117681,,,,Primary Frac,,,,1358684.29,621460.6272,
75,1366234.359,633074.6131,1360461.792,633903.1353,1008,5026.574803,,361714.2857,1540762.238,3206.692913,,71.9603905,306.5232885,,,,0.234763208,4.259611244,1,112215,Outer Well,Unknown,Infill Child Well,Primary Frac,,1362954.748,633743.5409,1360533.252,634274.418,
76,1361110.969,634510.9711,1355358.227,635271.7058,1008,,,,,3070.866142,,,,,,,,,,115559,,,,Primary Frac,,1358469.418,634860.2861,1355358.227,635271.7058,
77,1361297.492,635819.9542,1355548.383,636580.3983,1008,,,,,3088.582677,,,,,,,,,,108698,,,,Primary Frac,,1358657.757,636169.1163,1355548.383,636580.3983,
78,1351875.989,616496.126,1357892.635,615496.7156,1008,,,,,,,,,,,,,,,101865,,,,Primary Frac,,,,1357892.635,615496.7156,
79,1367293.531,648229.596,1373073.898,647480.9914,1008,,,,,3402.375431,,,,,,,,,,117397,,,,Primary Frac,,1369948.812,647885.7155,1373073.898,647480.9914,
80,1361489.402,637140.5646,1355729.511,637902.7747,1008,,,,,3149.422675,,,,,,,,,,102112,,,,Primary Frac,,1358844.273,637490.5961,1355729.511,637902.7747,
81,1360548.904,638616.4515,1366316.727,637728.9292,1008,,,,,3184.855746,,,,,,,,,,111510,,,,Primary Frac,,1363198.706,638208.7138,1366316.727,637728.9292,
82,1361232.776,643796.3656,1367076.872,642928.0373,1008,,,,,3322.651022,,,,,,,,,,114787,,,,Primary Frac,,1363916.631,643397.5927,1367076.872,642928.0373,
83,1361468.407,645163.462,1367278.136,644234.731,1008,,,,,3130.721888,,,,,,,,,,106509,,,,Primary Frac,,1364135.483,644737.1089,1367278.136,644234.731,
84,1358662.766,618770.2051,1353098.651,619588.0382,1008,,,,,,,,,,,,,,,117032,,,,Primary Frac,,,,,,
85,1164427.782,684558.5478,1161212.086,691725.0225,1316,6928.149606,,226571.4286,690571.6069,6915.354331,,32.70302194,99.67619727,,,,0.328092592,3.047920081,1.5,102275,Standalone Well,Unknown,Standalone Well,Primary Frac,,1162967.547,688632.7376,1161735.813,691935.7335,17.21798296
86,1121474.548,701334.5927,,,1272,,,,,,,,,,,,,,,108857,,,,Primary Frac,,,,,,
87,1146675.315,715491.5849,1151793.882,706145.9333,1316,7211.614173,,207142.8571,756555.1171,9259.84252,,28.72350796,104.9078748,,,,0.273797444,3.652335048,1.5,104203,Standalone Well,Unknown,Standalone Well,Primary Frac,,1147157.235,720456.0492,1147697.73,724390.1102,165.3333589
88,1101780.762,665417.0492,1098835.923,666029.6959,1025,2116.141732,,201448.5714,1108750.969,6553.149606,,95.19616213,523.9492952,,,,0.181689646,5.50389095,0,112413,Outer Well,Unknown,Infill Child Well,Primary Frac,,1099932.536,665936.3281,1098889.321,666240.6177,9.448358605
89,1099790.499,652445.7276,,,1079,4936.023622,,57285.71429,285819.3061,6956.692913,,11.60564022,57.9047687,,,,0.200426329,4.989364446,1,103448,Standalone Well,Unknown,Standalone Well,Primary Frac,,1096726.907,653217.0243,1094330.534,653792.2865,
90,1287792.891,707983.3255,,,1022,1624.015748,,,,8007.874016,,,,,,,,,0,116735,Standalone Well,Unknown,Standalone Well,Primary Frac,,1286724.222,707739.7214,1285926.548,707621.2172,
91,1180408.74,503581.2216,1180943.265,508015.9131,1121,3551.181102,,165857.1429,1327450.467,2674.212598,,46.70478302,373.8053422,,,,0.124944129,8.003577322,1,105428,Standalone Well,Unknown,Standalone Well,Primary Frac,,1180917.869,506167.2163,1181259.542,507963.6228,60.2900887
92,1218442.302,518568.6877,,,1121,,,,,,,,,,,,,,,116745,Unknown,Unknown,Unknown,Primary Frac,,,,,,11.80952564
93,1216904.693,516033.6745,,,1121,,,,,,,,,,,,,,,103930,Unknown,Unknown,Unknown,Primary Frac,,,,,,8.844842639
94,1129247.496,497232.9788,1132872.405,497043.0937,1343,3292.322835,,139857.1429,970849.6622,,,42.47977792,294.8828869,,,,0.144056437,6.941723836,1,101091,Standalone Well,Unknown,Standalone Well,Primary Frac,,1131451.875,497138.3601,1132830.89,496793.1603,13.63095449
95,1252971.401,631799.1014,1251874.676,631634.6164,1349,1898.622047,6,29389.78571,137625.9975,7583.661417,,15.47953462,72.48730609,316.4370079,4898.297619,22937.66625,0.213548212,4.682783292,0,117703,Standalone Well,Unknown,Standalone Well,Primary Frac,,1251997.008,631805.0402,1251303.181,631832.0021,
96,1240579.435,649432.2052,1237731.444,650058.5932,1349,2692.913386,6,42563.28571,240916.1682,7895.669291,,15.80566458,89.46302154,448.8188976,7093.880952,40152.69471,0.1766726,5.660187276,1,106445,Standalone Well,Unknown,Standalone Well,Primary Frac,,1238803.338,649818.2431,1237755.048,650162.8289,75.91667842
97,1303616.225,682139.2693,,,1128,1644.685039,,,641102.9802,4726.377953,,,389.8028892,,,,,,0,109544,Standalone Well,Unknown,Standalone Well,Primary Frac,,1304668.154,681342.8682,1305409.593,681126.4518,
98,1085487.837,693519.4954,,,1028,,,299571.4286,1259881.897,,,,,,,,0.237777389,4.205614345,,104954,Unknown,Unknown,Unknown,Refrac,,,,,,
99,1065498.56,704620.42,,,1323,1858.267717,,,,,,,,,,,,,0,116515,Unknown,Unknown,Unknown,Primary Frac,,,,,,
100,1136183.151,663104.421,,,1197,3287.401575,,91968.07143,,8312.992126,,27.97591634,,,,,,,1,112498,Standalone Well,Unknown,Standalone Well,Primary Frac,,1138393.707,662676.1596,1140036.088,662370.2132,38.27381545
101,1063443.534,704386.4754,,,1323,1912.401575,,,,,,,,,,,,,0,100482,Unknown,Unknown,Unknown,Primary Frac,,,,,,
102,1122904.719,723402.9144,,,1225,1140.748031,,,,,,,,,,,,,0,112920,Unknown,Unknown,Unknown,Primary Frac,,,,,,
103,1122904.719,723402.9144,,,1225,,,,,,,,,,,,,,,112920,Unknown,Unknown,Unknown,Primary Frac,,,,,,
104,1122904.719,723402.9144,,,1225,1200.787402,,,,,,,,,,,,,0,112920,Unknown,Unknown,Unknown,Primary Frac,,,,,,
105,1097776.241,696737.2671,,,1028,3459.645669,,,,,,,,,,,,,1,117950,Unknown,Unknown,Unknown,Refrac,,,,,,
106,1063256.11,703078.2075,,,1323,1782.480315,10,,,,,,,178.2480315,,,,,0,108198,Unknown,Unknown,Unknown,Primary Frac,,,,,,
107,1331514.518,599950.1946,,,1008,3705.708661,,81857.14286,684294.1059,6493.110236,,22.08947069,184.6594453,,,,0.11962275,8.359613859,1,104146,Standalone Well,Unknown,Standalone Well,Primary Frac,,1331753.314,602396.6598,1332135.033,604154.0092,101.53573
108,1057957.413,701469.9191,,,1323,1662.401575,,,,,,,,,,,,,0,100655,Unknown,Unknown,Unknown,Primary Frac,,,,,,
109,1098976.061,693538.8962,,,1028,,,,,,,,,,,,,,,102634,,,,Primary Frac,,,,,,
110,1319412.641,590027.0667,1318719.349,585420.159,1022,1657.480315,,,,6380.905512,,,,,,,,,0,113366,Outer Well,Unknown,Sibling Well,Primary Frac,,1319264.371,588028.0716,1319101.877,586565.5757,100.1718409
111,1057707.037,699695.1418,1060252.869,700919.261,1270,1648.622047,,,,5097.440945,,,,,,,,,0,115290,Standalone Well,Unknown,Standalone Well,Primary Frac,,1059239.824,699433.4617,1060019.999,699282.1383,19.14286011
112,1057707.037,699695.1418,,,1323,1626.968504,,,,5097.29218,,,,,,,,,0,115290,Standalone Well,Unknown,Standalone Well,Primary Frac,,1059239.824,699433.4617,1060019.999,699282.1383,
113,1249965.043,696131.109,1250429.066,700378.1184,1121,3853.346457,,115249.8571,450660.3555,8059.055118,,29.90903061,116.9529811,,,,0.255735513,3.910289927,1,112144,Standalone Well,Unknown,Standalone Well,Primary Frac,,1250398.897,698559.3603,1250579.259,700356.5356,217.6905099
